id,text,target
36691,@USER @USER That’s a real shocker! {sarcasm},0
84243,@USER Antifa Zeckenbiss by the way? #Hetzjagd,0
28870,@USER For sure... i have been laughing of them a longt time. 🤣 @USER @USER @USER,0
52580,@USER @USER Maybe she is lying? Why is she not responding,0
18460,@USER @USER @USER @USER @USER @USER @USER @USER Fair point - let me restate: (many) liberals *tend* towards using evidence of prejudice and discrimination as a justification for treating distinction between citizens and migrants as arbitrary.,0
81734,@USER @USER Took the words out of my mouth. He is just horrible.,1
28264,@USER @USER Thoughts and prayers don't work. We need sensible gun control legislation.,0
46216,@USER @USER @USER @USER @USER He had 1 offer since june! The shitty browns that's it!! Stop thinking he is still good you are living in the past,1
80904,"@USER Yes! The good old days when conservatives got pushed around and bullied by democrats who never gave an inch. The good old days when all conservatives could do was feign outrage and promise to go get them the next time. Yeah, that's what we need. That's the healthy"" libs love!""",1
60401,@USER Gun Control means using both hands. And in this case means acquiring the correct target. You can’t fix stupid.,1
45356,@USER @USER @USER @USER Do the trade,0
87875,@USER You are battling with what you feel,0
49818,@USER I am a big time Conservative and staunch believer in our constitution. I am also a supporter of you. What myself and many conservatives are starting to feel is that Republicans in the senate do NOT have the stomach to fight for us and against the left. Too soft.,0
61308,@USER @USER @USER @USER @USER Except those whole emails the prove what yer sayin is wrong.  Hannity is paid 30 million a year to blame immigrants so you idiots happily pull the feeder bar for the guy gonna take away yer healthcare. Gotta say the stupidity is entertaining. #maga,1
52241,@USER He's  been  leading  the  Trump  opposition  since day  òne.,0
75038,@USER Holder should've been removed and jailed years ago.,1
97108,@USER Yes yes Antifa is anti-fascist but celebrate openly when their political opponents are killed. Whatever you guys say.,0
44973,@USER Another liberal Democrat promising checks he cant cash,0
79582,@USER @USER Is now a good time to talk about mental illness and gun control? Asking for a very concerned friend.,0
90249,@USER @USER If the banks fall then peoples money falls too,0
33745,@USER @USER @USER @USER @USER @USER @USER Gun control is racist. URL,1
80980,@USER @USER @USER A useful idiot. No longer need him. Their to busy to be bothered with gun control now. Busy trying figure out how to sway an election in their favor. Not gunna happen 😂🇺🇸💪,1
50684,@USER Or Christian conservatives could man up and do whatever it takes to win.,0
67140,@USER You are right. Victoria is on the reverse...😱,0
54194,@USER ...the kind of repulsive projections usually reflect back on the source; be careful in what one deems appropriate for others lest it is applied equally to oneself...,0
38747,#DougFord again using #Trump-style authoritarian tactics: •Discredit the media. •Repeatedly spread lies. •Build a false reality for your followers.  These are smart people. The conservatives know what they're doing. This is a planned strategy to weaken democracy. #ONpoli URL,1
31514,@USER @USER @USER No you wouldn't sis I know damn well you would probably call it cute people propose in concerts all the time yet when its a gay couple its wrong you're at a fucking concert you don't have to pay attention,1
30938,"@USER @USER Just remember it took Mark Felt 30 years before he would admit he was Deep throat"". These denials r meaningless""",0
62000,@USER we're buying a couple puzzle toys and looking at classes for him rn! but i think he is becoming a teenage monster.,1
62968,@USER @USER Who cares.,0
40197,100% correct URL,0
28907,@USER Naaa. I've spent 24 hours laughing my huge nuts off at your stupidity.  You fink your some kind of entity but your all a bunch of scared antifa PUSSIES wiv no muscle to see anyone you try to bully. Even that is pathetic.,1
10023,@USER Cant wait for 2020!!..@USER URL,0
57401,@USER @USER Basically me and my liberals friends want to decide what's right for the rest of you.,0
56408,@USER Liberals never follow through on promises. We’ve heard it all before. Coward.,1
16436,@USER He is going to win!,0
60961,"@USER Fighting for the oppressed""? Puleeeze""",0
95062,"@USER She is saying Ben, Ben, when the hell are you going to do something more than just tweet crap about djt?""""",1
32769,@USER You are INNOCENT until proven otherwise! I would say most definitely SHE needs to PROVE her story is true,0
56367,@USER He is a troll.  Not open to facts,1
48099,@USER That's a lie...your antifa lefties are nothing but violent. This teacher spent a lot of time planning this attack on an honorable man with zero evidence. No reason at all to hold up kavanaugh! Another crazy liberal hit job!!,1
70052,After all my years of complaining im finally getting my bitch ass wisdom teeth out so I can stop fucking crying,1
37659,@USER @USER @USER Clearly you are right about flaws but why are there DOO trains on this route and RMT are striking on SWR where there are guards — they have obviously agreed to the DOO principle so cannot understand the striking,0
56694,Adam Schiff saying he is FOR releasing FISA info URL Just another in a long list of bureaucratic hacks that need to be purged from DC! @USER please keep doing what your doing to expose these frauds and hypocrites!! #MAGA #KAG2020  #QAnon  #WINNING #WWG1WGA URL,1
49498,@USER yesterday this happen here😳 So much for gun control when you can't prevent a 2nd grader from bringing a gun to school huh😏 URL,1
19356,@USER @USER The official unemployed numbers are a joke. There are millions of Americans who lost their jobs and career to H-1b.  Their unemployment benefits ran out years ago. Give them their jobs back. End H-1B now.,1
54787,@USER @USER This is true. But man there are many in the comments thinking he is done still even under the video.,0
29790,@USER ... Jim Carrey’s LA mansion. Plus a $13 million penthouse in New York. URL,0
18650,@USER Googlers are weird fear mongers #MAGA,0
28653,@USER Fuck you dope.  Not a Fox watcher.  Independent voter that will never vote left.  Your Party is dangerous.,1
70025,@USER Because...color is all it's about? Really? Think about it. That's as goofy as saying blondes only think like blondes or that 6 ft 4 people only think like 6 ft 4 people. Should black Americans stand for her manipulations? No more than if Trump said lets talk w whites only. Never!,0
55736,@USER @USER @USER Or maybe they want to appear unbias so they can continue to give cover to their antifa buddies when they cover them.,0
77349,@USER Got to love Susan Sarandron's response.....,0
21996,@USER @USER @USER @USER @USER LOL at peaceful protest. Should i give you the full list?  Over 500 incidents Antifa attacked Trump supporters and none of Trump supporters attack Hillary supporters.,0
22874,@USER @USER Liberals ruin a life doesn’t matter as long as they win in the end! Must stop! The have no Conscience,1
49705,@USER No doubt she is proud of her daughter from Heaven! So sorry for your loss (at such a young age) How difficult it must have been &amp; I imagine to a certain degree still must be...She sounds as a truly wonderful person. You are her legacy!,0
97456,@USER Conceal and carry is your best friend.,0
58412,Pigeon Girl can also send pigeons to poop on all MAGA hats.,1
34205,"4/5 Despite dissent within @USER @USER declared “All Canadians are aware of the need for changes to Canada’s gun control system. This government is committed to the reduction of crime, and effective gun control measures are an important part of Canada’s criminal law. URL",0
82225,@USER @USER Is it an act that DOJ employees are stalking Trump appointees and hitting them with staged protests? Is Maxine Waters part of the plan? Antifa? AG Sessions is not a part of any Plan. He's Stonewalling and protecting the status quo.,0
28251,@USER @USER Funny how liberals dig up ex lovers or fakes when a strong conservative conadidate that will be paced....at this point they have ZERO credibility. ZERO!,0
21649,@USER She is incredibly stupid and perhaps the reason why she was chosen to ‘entropy‘ the trade talks. Trudeau will destroy everything of reason in Canada. Would you allow a terrorist destroy Canada? Then why have Trudeau?,1
16666,@USER @USER She is a horrible at her job...maybe that's why her career is dying...,1
78352,@USER This lies how she got the key ! Why she don’t admit she was in date or maybe had NSA with ? she is married ? What is true story ! BS ! Ok we all respct police officer but her story and excuse full of shit ! Please post her photo ! Let see how fat she is !,1
78014,@USER you're a jerk. Attacking julie for standing by her husband. You're just like all the other liberals want to ruin peoples lives. How about you not bash people until he is found guilty... bet your client just wants MONEY!!!,1
67690,"@USER @USER @USER @USER @USER *sigh*  You are not an intelligent person.  I am highlighting the variance in the use of far-right"" and ""far-left"". That is all I am doing. Anything else you now fail to understand is your own fault.""",0
65894,@USER @USER @USER Don’t get on here saying that type of dumb shit,1
47456,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Stop with your nonsense. You are a block. You are STUPID!,1
21673,"@USER eric, his brother, his sister and daddy.... among a lot of other crimes.. stole money from their charity"" aka personal piggy bank and are being investigated... but here he is acting so ""dope"".. but he's nothing but a tool""",0
96047,@USER @USER @USER @USER @USER Private companies don't give a toss about anything but profit. It's in their terms. They have no choice. It's what bizzniss is.  The trouble comes when Randian deludes out for a directorship decide to ignore everyone else in the country and create an artificial market for health.,0
92587,@USER @USER He is sick. Very disturbed. And that comment proves it!,1
69508,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Deplorables beware..some lights might be turned off..like streetlights,0
92845,@USER Is that how easily you are offended? Interesting... Good night sister. Hope someone brings a great twitter experience your way too.,0
12082,@USER Well you are picking the wrong ones,0
41461,@USER Ive judged that the old woman is an anti semite and Joan Ryan is right.  You are playing semamtics.  Youre a disgrace.,1
18317,@USER Brexit &amp; conservatives as well that 🙄,0
39620,@USER It is true. The Sullivan Act innNew Yourk was enacted SPECIFICALLY to disarm ethnic minorities. They fkat out said that was the purpose when it was enacted. Gun control in New York City is based on that law to this very day. Gun control doesn’t disarm the privileged. Not at all.,0
76057,#MorningJoe  Liberals and their selective outrage. URL,0
59524,@USER @USER @USER #ShareTheLove  you are my top influencers this week,0
88930,"@USER England averages 26 gun murders per year. It is hilarious that you imply gun control doesnt work in the UK. This must be what Trump call Fake News"".""",0
48537,@USER Well sure she would lend her support to the lying heifer making the false accusations. She has no more intelligence than the rest of the liberals acting out sombody!,1
26131,"@USER @USER @USER @USER @USER 2) That's even an ANTIFA motto, By any means necessary""""",0
47687,@USER @USER Because Liberals are insane and btw had this been a Democrat nominee and the accuser was a female conservative she would not be heard. Heck look at Keith Ellison's accuser who has proof. They've turned their back on her and she's a democrat! Why is the @USER not helping her?,0
58472,@USER Why cause you are unwilling to look at the science?  URL,0
27706,@USER @USER @USER Yes he is an excellent chairperson,0
31416,"4/ Even before that, in 2015, Britain's most senior Foreign Office official that the Conservatives' prosperity agenda"" was now more high up the list of priorities than human rights URL URL",0
86277,@USER Burt was awesome.,0
37170,@USER already my ass i had so many fucking shots tonight,1
79580,@USER @USER Yep. Sure do. And he's been proving it on a daily basis. #MAGA,1
29469,@USER @USER 🤷🏾‍♂️ if he is gay oh well 😂😂 he be havin mfs HOT! Lol I like how he plays,0
58514,@USER This is disgusting that this is happening.  Strictest gun control laws - not working.  Maybe legally allow people to arm themselves for protection - lighten up those tough gun rules that aren't working. Too many lives are lost in Chicago.,0
86215,@USER Although I think that Carter was a decent man he was without a doubt the 2nd worst president in my voting history.    44 was the worst if there was any question.,1
65485,@USER @USER @USER He. Is. A. Sociopath.,1
63106,@USER You obviously have no clue and CLEARLY you are not American! China became the largest foreign holder of US Debt in September 2008. They have been a major holder of US  since at least 2000. YOU ARE WHATS WRIND WITH AMERICA URL,0
46624,@USER Wow he is away from his phone.,0
19673,@USER I always thought conservatives cared about traditional values like honoring and protecting women.🙄,0
86479,@USER Gun control is not about guns. Gun control is about control.,0
68995,@USER But Tinubu is supporting this monster against us. The biggest Yoruba traitor of the modern days Yoruba politics is Tinubu!,1
68311,- You want to start off with clean skin to get all of the benefits. - Pour your water into a small glass bowl. Make sure your water is still steamy. - Grab a towel. - Place your bowl somewhere you are comfortable standing.,0
71428,@USER Do you think that bothers the evil Nazi democrats/liberals they tried to rig a Presidential election and framing Kavanaugh is just another act of these evil Nazi democrats /liberals politicians to destroy Democracy and America ! #Walkaway # Make America Great!!!!!!!!!!!!!!,1
51710,@USER Yeaaaahh she is!! &lt;33 URL,0
71812,@USER Again gun control law?,0
28564,@USER Gun control . . . means being to hit what your aiming at! These elderly homeowner have great gun control!,1
65820,"@USER 😂😂😂😂😂 Her rights of threatening to destroy the lives and careers of some teens through her connections"" when they made a meme on her. In India too, only Leftists, Liberals and Islamists have FOE. Rest all is hate speech.""",0
73783,@USER You are sharper in retirement.,0
91231,"@USER @USER Businessmen need to stay in business, or they go out of business  #Democrats who dont #WalkAway have a hard time with concepts like profit"" and ""results"", so no worries if you're still perplexed  China? All the more reason we need #TrumpTariffs  #TrumpTrain #MAGA""",0
53536,@USER She Wants Gun Control? Figures URL,0
79681,@USER Everyone there knows that during any negotiation the first thing u do is send pallets of cash.,0
12011,@USER At least you are getting more people to like it on Discord,0
95469,"Roy Moore"" ""Kavanaugh Accuser"" ""Jeff Bezos"" ""Dr. Melissa Bunny"" ""Satire"" ""Distant Past Allegations"" #drellenbrandt #MAGA To most Republicans - and other Sane People - all allegations from the far distant past are equally credible - or incredible. 🐇🐇🐇 URL",0
25839,#Tories #Labour #GE2017 #Conservatives Conservatives URL CCHQPress: 🏘️ PM natfednews: Today I can announce that new longer-term partnerships will be opened up to the most ambitious housing associations through a ground-breaking £2 billion initiative,0
95459,@USER Thank you Jourdan!!! &amp; Hayley is yours 😤 she is literally in my DMs as we speak and still hasn’t wished me happy birthday. Fake mom,0
12282,@USER @USER @USER We need gun control laws to be safer and changed in Florida. This is why I am voting for the Democrats to help make our environment and health care better for us all! Please get out and vote!,0
73728,"@USER The perpetrator is responsible for his own actions but you are ignoring that Maxine Waters &amp; others are inciting violence.  Do consider she said that they should not be able to eat, shop or do anything in peace""... how would one survive without being able to trade?""",1
44656,"@USER @USER URL a high-tech lynching for Uppity (Republican) Blacks'"" is fine, but raping women by liberals?' ""THEY ALL DO IT” including Bill Clinton.""",1
72281,@USER As we should declare ANTIFA a terrorists group and investigate all of it's members.,0
12977,@USER @USER @USER @USER @USER @USER @USER @USER @USER Really? And has he been charged. #Liberals are such liars!,1
67789,@USER Bullshit.,0
62665,@USER @USER @USER This is why Chicago  won’t enforce gun laws on the books or go into these neighborhoods These murders are planned by gun control liberals so as to pass very strict or even confiscation of guns. Black Luves do not matter to these liberals trying to pass their agenda. 2 Admendment,1
73902,.@USER Conference is fast approaching and we will soon be heading to Birmingham.  Check out our programme of events below 👇🌈💙  URL URL,0
90109,@USER @USER The clinton news network strikes again.,0
91447,@USER @USER 🤣🤣🤣🤣🤣🤣🤣🤣 Deep Throat,1
10660,@USER @USER TRUMP TRUMP TRUMP MAGA!,0
20633,@USER He is like  “Holy jesus fucken Christ”,1
29597,@USER Only liberals would find this exceptable. Unless done to them and then let the tears begin that they are being hunted.,0
27316,@USER Another child killed by a gun . 💔😢🙏  How can ANYONE not agree that stricter gun control laws are needed in FL? #NotOneMore #GunControlNow,0
59585,@USER Lmao good one ! Now listen up Sparky your wife is a disease she is a bought and paid for evil  soulless  propaganda arm for child murderers and Russian agents. So stick with your cutsie  tweets but I'd prepare for a long prison sentence if i were you.,1
48788,@USER Fucking sucks when the refs are against you. #KillTheZebras,1
97022,@USER @USER We already have gun control.  Who would have thought that criminals wouldn't follow the law?  Let's make more laws telling them not to break THOSE laws!,0
11980,"@USER @USER If she is lying she needs to be sued for defamation of character and include Chuck Schumer and Dianne Feinstein in the lawsuit! Proof isn't substantiated by a bunch of man hating PC me two girls"" that want free sex and then abortions paid for by the government!""",0
65755,@USER + constantly reminded of how blessed she is.,0
80614,The Whole World can see what President Trump has accomplished and Americans by-and-large are extraordinarily proud of the Trump  Administration.  It makes no difference what the Left and its Mainstream New Media dedicated conartists try and pull on us.  We are AWAKE #MAGA URL,0
48047,@USER I get what you are saying Brent. But Auburn had just lost the SEC championship game. You know bowl game are a lot of which team actually wants to be there,0
52284,@USER They meet many many fans it’s amazing that he remembered her don’t be a bitch,1
21489,@USER Thank You ❤Followed ! Have A Great Day 🙏 #MAGA  #💯🇺🇸🇺🇸🇺🇸 URL,0
11563,@USER Nothing. He’s Already Showed You Who He Is. 9/10 He Isn’t Gonna Change. &amp; You Need To Leave. bc By Staying You’re Showing Him That You’re Excepting Him As He Is &amp; That He Doesn’t Need To Change.,0
10172,@USER @USER Can you ask Dana how worried she is for her home in (South?) Carolina? Is it close to the coast? I’m currently in N. Carolina (1st time visiting) and I get welcomed w/ a hurricane! Lordy day.. 😥😨,0
14465,"@USER Wow. That's still tall for an 11-year-old. My son is in the 91st percentile for height at 13yo --- he is exactly 5'8 but wears a size 8.5 shoe.""",0
53424,@USER @USER @USER @USER @USER @USER @USER The vast majority of counterprotestors were normal Cville residents. There were a few antifa and a few BLM people. All violence was instigated initially by the white supremacists. Antifa protected clergy members and black residents.,0
14175,@USER @USER @USER they are bullshit stats. but say isn't london the murder capital of europe now? that gun control working right? germany having some SERIOUS crime problems. maybe u should take care of business at home be4 u start tweeting about the US,1
93094,"@USER @USER @USER @USER I have indeed.A watered down needy statement. Not the robust condemnation in no equivocal terms one would expect. It begins with We note with disappointment..."" Such a diluted response suggests one thing: fear of the #Tories who clearly show no gratitude for your help &amp; support.""",0
49489,@USER and @USER supporting the right to peacefully protest. @USER supporting sensible gun control.  Thank you for supporting America!!  Ford: We respect the right of NFL players to protest  - CNNMoney URL,0
41467,@USER Someone's is asking if Davido wasn't supposed to be in Camp? Oga madam park well!! Davido's business is non of your business. Na u send am go school? Haterz... chop shit n die,1
90778,@USER Interesting that the GOP and even liberals are placing the burden on the accuser. This isn't a trial but an examination of whether Judge Kavanaugh reaches a high enough standard to shape U.S. law for several decades. The burden is on him.,0
59407,@USER @USER @USER @USER Not only the Antifa got quite alot Israel supporters. You'll find Israeli flags at the right winger protest just as well. Oh the irony URL,1
61307,@USER @USER That's a simplistic comparison. Population density and poverty levels are big contributors. You need a massive cultural shift and constitutional amendments for gun control to be effective like in other countries.  In the mean time people will keep dying.,0
15880,@USER @USER And they aiming right way you WHOOO WHOOO !,0
19179,@USER @USER @USER @USER as of right now my only solid position is that the NRA has become far too influential in politics and as a result they have delayed the desire for gun control for about 20 years.,1
40163,@USER I do not need to see this film....ANTIFA (see Nazi) propaganda,0
50099,@USER LOL. What’s failing miserably is this 11th hour ambush by the liberals. Every minute #ChristinaBlaseyFord refuses to commit to appearing she and people like you lose credibility. I love it!! 😂😂 #tcot #p2,1
18699,(( Bam! There she is! URL,0
79302,@USER @USER A clear majority of conservatives approve of Trump and the GOP. Don’t be stupid.,1
65001,@USER @USER At times this all seems fake and made up. It does to me anyway because its not being disguised in any way. There blatant hatred shows he is the enemy or something. Who really knows. Assumptions can be made from across the isle and from fringe and alternative news and media.,0
46350,@USER And you think that the US doesn't have a gun control problem....?,0
15262,@USER Awww kaise bache ki tarah  she is holding his finger😭😍🤗,0
27349,9.15am appointment with a specialist and she is already running 45 minutes behind schedule. Front end booking strategy so she never has in paid appointments all day.  The arrogance of medical specialists is impressive. Architects could learn a lot from them.,0
19087,@USER @USER You are very beautifull,0
88010,@USER @USER And #Congress should be looking into #keithellison allegations regarding abuse as well! #StopTheBias #WalkAwayDemocrats2018 #RedWave2018 #MAGA URL,0
64731,.  ♥️ Levi Strauss &amp; Co. is donating more than $1 million over the next 4 years to nonprofits &amp; youth activists working to end gun violence by establishing the “Safer Tomorrow Fund” &amp; partnering with gun control group Everytown for Gun Safety.   #Levis #NeverAgain #GunSenseNow URL,0
58392,@USER Cue the gun control crowd.,0
73895,IT'S TRUE!  #MAGA #NoCollusion URL,0
22794,@USER @USER She is a Future World Champion!,0
44538,@USER @USER No that is Antifa,0
22353,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ok. You win.,0
47082,#Theresa May Using #LabourParty Policies to Cling On To her Weak and Wobbly #Government #HousingCrisis #housingmarket the #conservatives are the Corrupt #Landowners #ToriesOut #Corruption,1
30880,@USER The killer is in the house. #MAGA #WallDoesntProtectFromAmericans,1
27599,@USER Hollywood is full of demonic democrats.,1
52913,.@USER Concern about #A8 and charters was and is bipartisan. URL URL,0
19173,@USER @USER You know the university can withdraw its certificate if they feel like you are disgracing them right? So even if you have graduated you should still not disrespect the school.,0
78303,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You’re so sexy girl... all of you are 😍,0
60804,@USER @USER @USER @USER  Not good - is this what your followers wanted?  @USER  URL,0
74982,@USER @USER you are running scared!🤡,0
45914,@USER Until he is dead. Because even after he is out of office he will likely command the news cycle for a long time.,1
27406,Actions - H.R.610 - 115th Congress (2017-2018): To distribute Federal funds for elementary and secondary education in the form  URL  #Evil #Greedy #Hateful #Pigs #Education #MAGA #BetsyDeVos,0
79929,@USER Trust me it aint ok to hit 16 - 21 year olds if you are 25 - 30 (in my opinion). But where were her parents???,0
14371,@USER @USER Where is Joseph #Mifsud?   Dems don’t want to find him. He is the key.,0
97198,@USER Disagree; he was chosen explicitly to make the President immune to the rule of law. All of his heinous beliefs on women's rights and gun control are just the frosting to make the GOP confirm him.,0
98908,All aboard  #MAGA URL,0
47136,AfD * Like a BOSS * AfD-Ordner reagiert COOL * Antifa * Niedersachsen URL shakin that,0
68764,@USER The washed-out idiot #Biden feels he has a chance by insulting all conservatives who are supporting their great #POTUS...I don’t think so CRAZY JOE!!!,1
75309,@USER Fair &amp; square. Remember that when you’re thinking why! The laws are why. The people spoke and they will again URL,0
82115,@USER @USER @USER @USER @USER @USER @USER @USER @USER They got out the info they wanted out there. Its no co-incidence that #Tory Shamifesto #GE2010 said womens SPA would START rising slowly from 2020. They did not want us to know They even discussed not telling us in HOC To this day they refuse to engage  #1950sbornwomen #onevoice,0
63138,@USER That she is holding a benz car key 🔑,0
80483,@USER @USER @USER @USER @USER @USER Then talk to your oresident.  He's the one taking the money.,0
95545,@USER She is also The Rocks wife,0
80823,@USER Lol it's funny because it's like gun control....it doesn't work,0
80972,"@USER They eliminated several due to too many figures kids have to memorize."" - awe. OH WELL. They also eliminated Barry Goldwater. That is a travesty. He is the father of true liberatarianism. He was not against civil rights. He was against government having power to police thought.""",0
83374,@USER And I suggest using a Grand Jury to remove Holder and ALL the other vermin associated with the Obozo administration including Obozo himself!  Mr. Sessions...DO YOUR JOB!,0
20228,@USER The set-up that led to the second Hogan touchdown shows how much of a threat he is and how much defenses respect where he is on the field,0
29111,"@USER @USER @USER @USER @USER with the caption so much for the tolerant left"" ... yup you fit the description of ANTIFA . I suspect you are not a threat as I doubt you can attack any reporters from your mom's basement.""",1
49234,@USER @USER Took you this long!! He is a beast and has been for yonks,1
13990,@USER @USER Michael Moore needs to move out of the country as he promised if @USER won!,0
97916,@USER I think Michelle spilled Democrats plans for civil war.. liberals are lunatics,1
37901,@USER Perhaps he is going to talk about pedestal and all the collusion by the HRC campaign!! After all this investigation is not only to be about Prasident Trump.  Plenty of illegal activity by the dnc and Clinton campaign!,0
15061,@USER Everyone in the US “heard” you were clearly not qualified to do this job and voted accordingly.,0
15862,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all #Maga patriots please follow back 👍  #LionsDen 🦁  #MAGA2KAG 🇺🇸,0
45927,@USER @USER Got knocked out in the first round and one a shitty decision,1
52260,@USER @USER We r working 2 save our country from ppl like u.  Appropo u you setting the flag on fire just like u set justice on fire. #LockHerUp. #MAGA,0
55189,@USER @USER @USER @USER Ask the UN why? Ask liberals why?,0
12386,@USER Hard to know where Colin's lips stop and Nike begins,0
83302,@USER @USER It's OK that you are confused. Paul Guenther is a proven DC and play caller. We are rebuilding and trying to remain competitive at the same time. We will have steady improvement,0
81899,@USER @USER They should dress him in an Ice Uniform no weapons and make him walk the boarder at night calling for the drug cartel.,1
89526,@USER You guys have featured splendidrainco's etsy page and she is being censored by etsy now. You can't find her site through the search engine you have to have a direct link. And according to her instagram post they have been basically leaving her out to dry.,0
79099,.@USER - we're counting on you to save the Conservatives from leading this country of ours from falling off the economic precipice that grows dangerously close!!  HELP!!,0
27298,@USER @USER Ha! Ha! Don’t forget: Too soon to talk about gun control.,0
12779,@USER He is contacting his followers,0
60238,@USER If this fan were paying any attention at all they would know you are about to bite into an heirloom apple DUH.,0
49795,@USER @USER @USER @USER Where is your source for that?,0
24857,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Well then ... Let's kick the tires and light the fires!  #MAGA #wwg1wga #KAG   #LiberalismIsAMentalDisorder URL,0
14110,@USER Even London @USER don't like conservatives.,0
65246,"@USER She"" is a he.""",0
75342,@USER @USER Birch me too.. da fuck,1
94391,@USER @USER Only Liberals sexuality children’s puppets.  #TuesdayThoughts,0
92013,@USER You are changing the world,0
36081,@USER @USER @USER @USER @USER @USER @USER @USER Cheers matey 🥂🥂,0
77192,"@USER @USER @USER @USER Bwahahaha-work? They are Liberal tools,honest work is for the Conservatives who they depend on to support their chubby little selves. Also,I hear they are getting $50 (and free food) to be protesters.""""",0
24141,@USER @USER Conservatives want the PM to submit to their friends in the wh and the Kremlin. Trudeau should stand his ground and stand for Canada,0
83578,@USER @USER @USER Of course not she is young and dumb. If she really had a brain she wouldn't believe in socialism,1
29984,@USER Yet you guys spent the best part of 5 years speculating Obamas birth. Hypocrisy is the trademark of conservatives it seems.,0
86510,@USER I can't believe Quin invented gun control,0
68497,MAGA 👍 KEEPING AMERICA GREAT 👍 URL,0
17322,@USER he is small  and he needs someone BIG to clear the beach for him,0
22958,California - Creepy Fake Uber Driver Tries to Follow Woman Into Her Home    #MAGA #KAG #California #FakeUberDriver #BodyWrapRestraint #CrimeNews  URL,1
97025,@USER One day I kiss you One day you are prince I bought ETH at 400$ And I lost my hardwallet in A place in my world You are one of A troll Love,0
33058,@USER @USER @USER That head flick at 0:05 is her ego taking a hit. She cannot take criticism. She is a weak incompetent authoritarian.,1
59380,@USER Horseshit,0
18952,@USER Ulster unionists care nothing for conservatives whom reciprocate in kind. A Terrible partnership where true leadership and negotiation was needed. Irish border if hardened will result in lives being lost ... once more.,0
69631,@USER Is Beto pro-2A or is he for gun control? Where does he stand?,0
56387,I wonder if these are the false flags we were expecting......  URL  URL  #GreatAwakening #QAnon #followthewhiterabbit #MAGA  @USER  @USER URL,0
25016,#PresidentMaduro Feasts with #SaltBae as #Venezuelans Flee #Starvation! @USER I give you... your #socialist heaven...! URL URL #BBC #SKY #LBC @USER @USER #Labour #LabourParty #JeremyCorbyn @USER @USER #USA #Venezuela,0
69659,@USER Do not think so maybe do a little research buddy!,1
57855,... and the RINO speaks... again  Sassy has been one of the most frequent and vocal critics of Trump policies – calling out Trump for his handling of issues ranging from gun control to tariffs   Thinks about quitting ~ don't the door🚪hit you URL #FoxNews,0
32711,@USER @USER Those are some lucky people on Tulsa! :) Saw this and needed to share with a fellow fan of Levi's jeans. Yet another reason to love our Levi's!  URL,0
47686,@USER For being bang 10yrs ago n now the statue of liberty? The left have gone bonkers.,0
34262,@USER @USER Sorry Andrew but your policies will be too close to the Liberals policies and you don't seem trustworthy.,0
87365,@USER @USER @USER I know. Why should they? #EnglishConservatism,0
34041,@USER @USER @USER @USER He is running the team the way preller tells him to,0
68667,#parklandkids misappropriated the phrase #neveragain in order to do exactly the opposite of what it originally stood for.  URL,0
47191,@USER No doubt progressive Nazi Antifa Liberal Democrats do.,0
73702,@USER @USER Don't really need to try and out virtue signal the liberals. Not wasting taxpayer dollars on foriegn invaders is enough of an argument.,0
40978,@USER @USER Alt-right are losers and whiners w/no power. They don't matter. Many right-wing oligarchs fund Antifa to attack Alt-right.  Russian intel funds both Antifa and Alt-right. Russia hawks are onto something. Alt-right are pro-Russia.,0
62703,@USER Arrest everyone of them! We should be doing the same to ANTIFA when they block roads!,0
96378,@USER @USER PROUD OF YOU SWEET ❤️,0
20245,@USER You mean it doesn’t last like this forever? He is playing for a contract...,0
77910,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Good list. Keep it going,0
83279,@USER you couldn’t catch me letting some saggy whitey bitch talkin like this to me 😫 bitch eat dirt,1
88877,#VictoriaSecrets being political? OMG... give it up. You are killing half your profits when you slur Conservatives. 🇺🇸 #KAG URL,0
79646,@USER @USER James she is neck deep in her own confirmation bias she is unable to see logic and reason at this point.,0
67065,@USER About fifty deaths per weekend caused by guns in Chicago which has very strict gun control laws-,0
13946,@USER Conservatives have no class. How is Andy the failed insurance huckster doing these days? URL,0
77557,@USER Keep up the good work you do. And ignore the haters that attack you. You are a good lady!,0
65289,#Conservatives left #frustrated as #Congress passes big spending bills...  #tcot URL,0
22409,@USER @USER Oh he’s getting louder!,0
